Designator,Mid X,Mid Y,Rotation,Layer
_8,11.592195,21.031776,0.0,top
_7,2.548194,1.678868,0.0,top
_6,11.598762,17.257376,0.0,top
_5,47.490195,21.031776,0.0,top
_4,44.319192,46.673852,0.0,bottom
_3,11.555259,1.678936,90.0,bottom
_2,14.752197,46.632317,90.0,bottom
,56.082964,16.229782,90.0,bottom
T1,8.482197,28.807487,270.0,top
T2,8.492197,8.481777,0.0,top
T3,50.642197,28.807487,180.0,top
