Designator,Mid X,Mid Y,Rotation,Layer
C42,7.6,46.15,90.0,bottom
CN1,53.3,45.2,90.0,bottom
R38,4.12,46.14,270.0,bottom
T1,8.159753,28.907487,90.0,top
T2,8.259753,8.481777,0.0,top
T3,50.73,29.007487,0.0,top
TP1,2.45,44.03,0.0,bottom
U11,5.88,45.15,180.0,bottom
