Designator,Mid X,Mid Y,Rotation,Layer
_8,150.075,-91.955,0.0,top
_7,150.075,-89.415,0.0,top
_6,150.075,-86.875,0.0,top
_5,150.075,-84.335,0.0,top
_4,165.075,-91.955,0.0,top
_3,165.075,-89.415,0.0,top
_2,165.075,-86.875,0.0,top
,165.075,-84.335,0.0,top
U1,157.575,-86.875,0.0,top
